image_path,y_min,x_max,y_max,x_min
test_images/kriti_dataset/18_and_above/16149.jpg,21,91,97,27
test_images/kriti_dataset/18_and_above/28525.jpg,18,88,87,37
test_images/kriti_dataset/18_and_above/13457.jpg,30,86,95,35
test_images/kriti_dataset/18_and_above/42469.jpg,17,92,98,37
test_images/kriti_dataset/18_and_above/35106.jpg,22,89,98,31
test_images/kriti_dataset/18_and_above/43414.jpg,22,93,93,38
test_images/kriti_dataset/18_and_above/13276.jpg,18,85,99,33
test_images/kriti_dataset/18_and_above/1733.jpg,23,79,92,33
test_images/kriti_dataset/18_and_above/1221.jpg,9,90,101,38
test_images/kriti_dataset/18_and_above/13428.jpg,22,83,94,31
test_images/kriti_dataset/18_and_above/10198.jpg,19,89,96,35
test_images/kriti_dataset/18_and_above/42233.jpg,21,93,103,29
test_images/kriti_dataset/18_and_above/40475.jpg,17,95,100,34
test_images/kriti_dataset/18_and_above/16559.jpg,21,95,95,39
test_images/kriti_dataset/18_and_above/21813.jpg,11,92,98,31
test_images/kriti_dataset/18_and_above/37814.jpg,17,90,93,30
test_images/kriti_dataset/18_and_above/3417.jpg,12,103,101,43
test_images/kriti_dataset/18_and_above/36391.jpg,18,97,97,41
test_images/kriti_dataset/18_and_above/39183.jpg,20,93,95,39
test_images/kriti_dataset/18_and_above/7465.jpg,20,95,90,46
test_images/kriti_dataset/18_and_above/11051.jpg,25,96,101,42
test_images/kriti_dataset/18_and_above/314.jpg,22,92,100,32
test_images/kriti_dataset/18_and_above/42986.jpg,20,96,92,40
test_images/kriti_dataset/18_and_above/23785.jpg,30,89,88,42
test_images/kriti_dataset/18_and_above/36163.jpg,10,88,96,32
test_images/kriti_dataset/18_and_above/25298.jpg,17,84,96,23
test_images/kriti_dataset/18_and_above/14763.jpg,19,97,98,40
test_images/kriti_dataset/18_and_above/43205.jpg,14,88,94,28
test_images/kriti_dataset/18_and_above/27570.jpg,22,85,89,36
test_images/kriti_dataset/18_and_above/2418.jpg,16,94,95,40
test_images/kriti_dataset/18_and_above/4480.jpg,19,100,98,42
test_images/kriti_dataset/18_and_above/18298.jpg,17,88,86,40
test_images/kriti_dataset/18_and_above/15677.jpg,21,87,97,30
test_images/kriti_dataset/18_and_above/44604.jpg,28,96,95,43
test_images/kriti_dataset/18_and_above/31437.jpg,24,88,89,36
test_images/kriti_dataset/18_and_above/22958.jpg,21,86,95,30
test_images/kriti_dataset/18_and_above/18488.jpg,17,103,95,40
test_images/kriti_dataset/18_and_above/31354.jpg,19,95,85,42
test_images/kriti_dataset/18_and_above/4948.jpg,23,82,100,30
test_images/kriti_dataset/18_and_above/16697.jpg,17,88,102,26
test_images/kriti_dataset/18_and_above/1191.jpg,24,101,103,41
test_images/kriti_dataset/18_and_above/39021.jpg,19,94,97,38
test_images/kriti_dataset/18_and_above/28476.jpg,17,88,93,30
test_images/kriti_dataset/18_and_above/8488.jpg,21,92,96,38
test_images/kriti_dataset/18_and_above/34052.jpg,22,99,97,44
test_images/kriti_dataset/18_and_above/44562.jpg,19,86,97,30
test_images/kriti_dataset/18_and_above/32740.jpg,22,87,92,32
test_images/kriti_dataset/18_and_above/6812.jpg,22,91,96,29
test_images/kriti_dataset/18_and_above/97.jpg,11,98,93,38
test_images/kriti_dataset/18_and_above/28580.jpg,26,84,96,33
test_images/kriti_dataset/18_and_above/567.jpg,24,91,91,44
test_images/kriti_dataset/18_and_above/30797.jpg,19,90,95,28
test_images/kriti_dataset/18_and_above/7475.jpg,15,88,99,24
test_images/kriti_dataset/18_and_above/28437.jpg,23,95,94,39
test_images/kriti_dataset/18_and_above/38795.jpg,18,95,97,34
test_images/kriti_dataset/18_and_above/35801.jpg,17,95,97,37
test_images/kriti_dataset/18_and_above/18533.jpg,16,88,102,36
test_images/kriti_dataset/18_and_above/26487.jpg,17,108,89,41
test_images/kriti_dataset/18_and_above/23714.jpg,18,94,99,38
test_images/kriti_dataset/18_and_above/36240.jpg,29,85,99,40
test_images/kriti_dataset/18_and_above/36240.jpg,12,126,90,80
test_images/kriti_dataset/18_and_above/27978.jpg,10,92,96,37
test_images/kriti_dataset/18_and_above/27978.jpg,22,112,102,67
test_images/kriti_dataset/18_and_above/6838.jpg,21,90,91,39
test_images/kriti_dataset/18_and_above/6838.jpg,14,124,91,83
test_images/kriti_dataset/18_and_above/23139.jpg,25,95,91,45
test_images/kriti_dataset/18_and_above/5116.jpg,20,85,92,39
test_images/kriti_dataset/18_and_above/16651.jpg,25,91,94,38
test_images/kriti_dataset/18_and_above/16651.jpg,94,127,127,106
test_images/kriti_dataset/18_and_above/16651.jpg,32,30,83,0
test_images/kriti_dataset/18_and_above/21871.jpg,22,89,90,37
test_images/kriti_dataset/18_and_above/39501.jpg,22,97,102,35
test_images/kriti_dataset/18_and_above/21336.jpg,14,91,98,33
test_images/kriti_dataset/18_and_above/21569.jpg,16,87,94,30
test_images/kriti_dataset/18_and_above/11284.jpg,17,97,98,40
test_images/kriti_dataset/18_and_above/26355.jpg,25,90,96,46
test_images/kriti_dataset/18_and_above/1701.jpg,19,92,82,47
test_images/kriti_dataset/18_and_above/10737.jpg,19,89,93,37
test_images/kriti_dataset/18_and_above/14206.jpg,22,85,98,30
test_images/kriti_dataset/18_and_above/40225.jpg,25,91,93,36
test_images/kriti_dataset/18_and_above/16193.jpg,20,89,99,30
test_images/kriti_dataset/18_and_above/42642.jpg,24,85,86,39
test_images/kriti_dataset/18_and_above/43057.jpg,19,86,96,35
test_images/kriti_dataset/18_and_above/42345.jpg,29,89,95,32
test_images/kriti_dataset/18_and_above/29292.jpg,14,91,97,30
test_images/kriti_dataset/18_and_above/40134.jpg,14,95,101,32
test_images/kriti_dataset/18_and_above/26624.jpg,21,96,98,41
test_images/kriti_dataset/18_and_above/19825.jpg,21,91,89,42
test_images/kriti_dataset/18_and_above/17671.jpg,17,105,104,39
test_images/kriti_dataset/18_and_above/14329.jpg,18,103,100,40
test_images/kriti_dataset/18_and_above/5633.jpg,23,95,95,39
test_images/kriti_dataset/18_and_above/5633.jpg,26,38,87,2
test_images/kriti_dataset/18_and_above/11851.jpg,13,93,100,36
test_images/kriti_dataset/18_and_above/37401.jpg,12,92,91,33
test_images/kriti_dataset/18_and_above/6537.jpg,30,82,88,42
test_images/kriti_dataset/18_and_above/28339.jpg,20,93,97,38
test_images/kriti_dataset/18_and_above/32169.jpg,20,84,92,29
test_images/kriti_dataset/18_and_above/1293.jpg,17,84,98,29
test_images/kriti_dataset/18_and_above/18711.jpg,28,94,96,37
test_images/kriti_dataset/18_and_above/40505.jpg,31,83,88,43
test_images/kriti_dataset/18_and_above/19814.jpg,16,91,95,32
test_images/kriti_dataset/18_and_above/39797.jpg,24,87,91,40
test_images/kriti_dataset/18_and_above/44495.jpg,16,87,103,26
test_images/kriti_dataset/18_and_above/15285.jpg,23,88,99,24
test_images/kriti_dataset/18_and_above/761.jpg,26,92,97,36
test_images/kriti_dataset/18_and_above/17108.jpg,21,91,95,35
test_images/kriti_dataset/18_and_above/23729.jpg,21,87,96,33
test_images/kriti_dataset/18_and_above/8888.jpg,19,87,95,36
test_images/kriti_dataset/18_and_above/17309.jpg,15,80,95,22
test_images/kriti_dataset/18_and_above/11859.jpg,26,98,102,45
test_images/kriti_dataset/18_and_above/22202.jpg,19,86,98,26
test_images/kriti_dataset/18_and_above/2042.jpg,19,89,92,35
test_images/kriti_dataset/18_and_above/44642.jpg,24,88,96,33
test_images/kriti_dataset/18_and_above/44642.jpg,59,109,76,95
test_images/kriti_dataset/18_and_above/44088.jpg,17,83,94,29
test_images/kriti_dataset/18_and_above/44088.jpg,2,126,76,85
test_images/kriti_dataset/18_and_above/29683.jpg,15,85,92,43
test_images/kriti_dataset/18_and_above/37247.jpg,19,90,96,34
test_images/kriti_dataset/18_and_above/19474.jpg,23,90,102,23
test_images/kriti_dataset/18_and_above/38617.jpg,20,96,98,43
test_images/kriti_dataset/18_and_above/12607.jpg,16,90,101,27
test_images/kriti_dataset/18_and_above/3418.jpg,25,84,91,44
test_images/kriti_dataset/18_and_above/35698.jpg,17,92,100,30
test_images/kriti_dataset/18_and_above/3091.jpg,18,101,97,41
test_images/kriti_dataset/18_and_above/19756.jpg,13,86,97,27
test_images/kriti_dataset/18_and_above/28129.jpg,18,98,104,39
test_images/kriti_dataset/18_and_above/43157.jpg,19,88,89,37
test_images/kriti_dataset/18_and_above/3572.jpg,23,97,98,41
test_images/kriti_dataset/18_and_above/32833.jpg,14,93,95,37
test_images/kriti_dataset/18_and_above/4111.jpg,39,81,92,43
test_images/kriti_dataset/18_and_above/31606.jpg,28,95,94,37
test_images/kriti_dataset/18_and_above/5745.jpg,21,88,95,35
test_images/kriti_dataset/18_and_above/3393.jpg,21,95,102,34
test_images/kriti_dataset/18_and_above/43857.jpg,17,92,101,31
test_images/kriti_dataset/18_and_above/16310.jpg,13,86,94,34
test_images/kriti_dataset/18_and_above/13945.jpg,14,100,100,38
test_images/kriti_dataset/18_and_above/39032.jpg,20,93,100,43
test_images/kriti_dataset/18_and_above/5117.jpg,24,85,96,32
test_images/kriti_dataset/18_and_above/19434.jpg,27,86,91,35
test_images/kriti_dataset/18_and_above/4280.jpg,28,83,97,32
test_images/kriti_dataset/18_and_above/37669.jpg,15,92,94,38
test_images/kriti_dataset/18_and_above/38884.jpg,19,93,98,34
test_images/kriti_dataset/18_and_above/21585.jpg,22,98,99,41
test_images/kriti_dataset/18_and_above/22886.jpg,14,93,94,31
test_images/kriti_dataset/18_and_above/22886.jpg,87,43,124,6
test_images/kriti_dataset/18_and_above/11245.jpg,17,87,89,30
test_images/kriti_dataset/18_and_above/22724.jpg,26,89,96,34
test_images/kriti_dataset/18_and_above/36200.jpg,24,94,97,37
test_images/kriti_dataset/18_and_above/11140.jpg,27,89,97,39
test_images/kriti_dataset/18_and_above/37677.jpg,28,91,90,36
test_images/kriti_dataset/18_and_above/37677.jpg,12,49,49,17
test_images/kriti_dataset/18_and_above/34486.jpg,25,90,98,37
test_images/kriti_dataset/18_and_above/19273.jpg,25,87,100,32
test_images/kriti_dataset/18_and_above/2349.jpg,15,97,95,36
test_images/kriti_dataset/18_and_above/26465.jpg,17,94,95,41
test_images/kriti_dataset/18_and_above/24555.jpg,20,88,94,34
test_images/kriti_dataset/18_and_above/30089.jpg,21,88,97,39
test_images/kriti_dataset/18_and_above/3526.jpg,15,94,99,29
test_images/kriti_dataset/18_and_above/38023.jpg,25,92,95,44
test_images/kriti_dataset/18_and_above/3281.jpg,11,91,98,34
test_images/kriti_dataset/18_and_above/32559.jpg,22,94,99,32
test_images/kriti_dataset/18_and_above/44858.jpg,4,111,104,39
test_images/kriti_dataset/18_and_above/12127.jpg,16,90,95,29
test_images/kriti_dataset/18_and_above/20576.jpg,16,87,89,36
test_images/kriti_dataset/18_and_above/1505.jpg,23,90,88,45
test_images/kriti_dataset/18_and_above/21540.jpg,11,89,97,33
test_images/kriti_dataset/18_and_above/38627.jpg,20,94,96,38
test_images/kriti_dataset/18_and_above/31951.jpg,11,85,98,26
test_images/kriti_dataset/18_and_above/18644.jpg,17,92,96,33
test_images/kriti_dataset/18_and_above/24477.jpg,27,96,96,40
test_images/kriti_dataset/18_and_above/839.jpg,21,97,98,35
test_images/kriti_dataset/18_and_above/37496.jpg,19,89,90,37
test_images/kriti_dataset/18_and_above/2507.jpg,24,95,100,39
test_images/kriti_dataset/18_and_above/44430.jpg,13,93,96,30
test_images/kriti_dataset/18_and_above/20779.jpg,15,85,99,27
test_images/kriti_dataset/18_and_above/32696.jpg,21,80,101,31
test_images/kriti_dataset/18_and_above/11742.jpg,20,87,97,36
test_images/kriti_dataset/18_and_above/26397.jpg,18,90,94,39
test_images/kriti_dataset/18_and_above/20985.jpg,23,87,93,32
test_images/kriti_dataset/18_and_above/34923.jpg,18,97,103,38
test_images/kriti_dataset/18_and_above/6601.jpg,20,87,100,27
test_images/kriti_dataset/18_and_above/25174.jpg,12,102,101,37
test_images/kriti_dataset/18_and_above/22113.jpg,23,97,94,44
test_images/kriti_dataset/18_and_above/17090.jpg,21,91,97,32
test_images/kriti_dataset/18_and_above/17626.jpg,27,90,97,38
test_images/kriti_dataset/18_and_above/20901.jpg,12,93,97,26
test_images/kriti_dataset/18_and_above/32247.jpg,14,96,102,38
test_images/kriti_dataset/18_and_above/6546.jpg,16,86,90,34
test_images/kriti_dataset/18_and_above/24978.jpg,16,89,95,32
test_images/kriti_dataset/18_and_above/34302.jpg,26,95,97,38
test_images/kriti_dataset/18_and_above/20851.jpg,14,98,99,40
test_images/kriti_dataset/18_and_above/40606.jpg,10,84,102,18
test_images/kriti_dataset/18_and_above/21607.jpg,12,102,93,39
test_images/kriti_dataset/18_and_above/32525.jpg,18,78,84,27
test_images/kriti_dataset/18_and_above/39920.jpg,13,84,96,27
test_images/kriti_dataset/18_and_above/26784.jpg,23,100,97,41
test_images/kriti_dataset/18_and_above/31813.jpg,20,91,92,36
test_images/kriti_dataset/18_and_above/31518.jpg,23,87,97,34
test_images/kriti_dataset/18_and_above/10275.jpg,15,94,93,37
test_images/kriti_dataset/18_and_above/18476.jpg,20,84,89,30
test_images/kriti_dataset/18_and_above/32074.jpg,26,81,96,39
test_images/kriti_dataset/18_and_above/21080.jpg,19,93,96,40
test_images/kriti_dataset/18_and_above/40440.jpg,17,96,99,35
test_images/kriti_dataset/18_and_above/3573.jpg,31,92,89,37
test_images/kriti_dataset/18_and_above/24523.jpg,17,89,100,43
test_images/kriti_dataset/18_and_above/3822.jpg,18,89,99,30
test_images/kriti_dataset/18_and_above/18002.jpg,12,100,98,35
test_images/kriti_dataset/18_and_above/14284.jpg,12,91,97,30
test_images/kriti_dataset/18_and_above/28842.jpg,19,95,100,39
test_images/kriti_dataset/18_and_above/5661.jpg,27,89,96,32
test_images/kriti_dataset/18_and_above/22415.jpg,14,91,95,35
test_images/kriti_dataset/18_and_above/493.jpg,21,89,101,30
test_images/kriti_dataset/18_and_above/493.jpg,71,128,118,102
test_images/kriti_dataset/18_and_above/5877.jpg,20,89,93,41
test_images/kriti_dataset/18_and_above/19950.jpg,22,95,97,40
test_images/kriti_dataset/18_and_above/43000.jpg,7,98,106,30
test_images/kriti_dataset/18_and_above/7171.jpg,23,87,98,32
test_images/kriti_dataset/18_and_above/39726.jpg,25,91,98,30
test_images/kriti_dataset/18_and_above/13262.jpg,16,96,98,40
test_images/kriti_dataset/18_and_above/15937.jpg,21,96,93,41
test_images/kriti_dataset/18_and_above/1153.jpg,16,89,96,31
test_images/kriti_dataset/18_and_above/7199.jpg,31,82,94,32
test_images/kriti_dataset/18_and_above/40825.jpg,14,91,97,35
test_images/kriti_dataset/18_and_above/21339.jpg,18,89,97,32
test_images/kriti_dataset/18_and_above/34422.jpg,23,92,96,39
test_images/kriti_dataset/18_and_above/39094.jpg,21,83,94,36
test_images/kriti_dataset/18_and_above/39916.jpg,8,96,102,15
test_images/kriti_dataset/18_and_above/39916.jpg,-3,129,83,65
test_images/kriti_dataset/18_and_above/32901.jpg,17,89,97,29
test_images/kriti_dataset/18_and_above/9632.jpg,16,88,98,31
test_images/kriti_dataset/18_and_above/12358.jpg,19,83,98,30
test_images/kriti_dataset/18_and_above/31618.jpg,20,90,98,33
test_images/kriti_dataset/18_and_above/42563.jpg,22,98,96,40
test_images/kriti_dataset/18_and_above/21956.jpg,18,88,94,27
test_images/kriti_dataset/18_and_above/39647.jpg,20,92,91,39
test_images/kriti_dataset/18_and_above/14269.jpg,23,88,92,34
test_images/kriti_dataset/18_and_above/40527.jpg,22,89,93,43
test_images/kriti_dataset/18_and_above/36064.jpg,21,88,91,40
test_images/kriti_dataset/18_and_above/25977.jpg,30,92,97,38
test_images/kriti_dataset/18_and_above/16158.jpg,19,94,93,42
test_images/kriti_dataset/18_and_above/44271.jpg,32,100,103,39
test_images/kriti_dataset/18_and_above/38899.jpg,15,95,96,27
test_images/kriti_dataset/18_and_above/3530.jpg,13,92,99,31
test_images/kriti_dataset/18_and_above/71.jpg,22,86,99,30
test_images/kriti_dataset/18_and_above/36012.jpg,19,90,96,38
test_images/kriti_dataset/18_and_above/36203.jpg,15,95,96,36
test_images/kriti_dataset/18_and_above/2278.jpg,18,90,102,29
test_images/kriti_dataset/18_and_above/30942.jpg,20,93,100,37
test_images/kriti_dataset/18_and_above/4624.jpg,32,76,86,34
test_images/kriti_dataset/18_and_above/32545.jpg,33,79,88,45
test_images/kriti_dataset/18_and_above/8537.jpg,24,85,93,33
test_images/kriti_dataset/18_and_above/34135.jpg,21,92,99,40
test_images/kriti_dataset/18_and_above/24174.jpg,25,87,97,30
test_images/kriti_dataset/18_and_above/32065.jpg,25,101,105,39
test_images/kriti_dataset/18_and_above/37964.jpg,16,90,95,28
test_images/kriti_dataset/18_and_above/44047.jpg,20,90,90,39
test_images/kriti_dataset/18_and_above/36725.jpg,19,94,94,37
test_images/kriti_dataset/18_and_above/7616.jpg,32,83,81,46
test_images/kriti_dataset/18_and_above/6362.jpg,21,92,95,35
test_images/kriti_dataset/18_and_above/7081.jpg,21,95,89,43
test_images/kriti_dataset/18_and_above/38483.jpg,19,84,92,29
test_images/kriti_dataset/18_and_above/13593.jpg,22,93,93,42
test_images/kriti_dataset/18_and_above/38817.jpg,31,99,98,36
test_images/kriti_dataset/18_and_above/21288.jpg,20,84,88,37
test_images/kriti_dataset/18_and_above/37574.jpg,20,100,96,46
test_images/kriti_dataset/18_and_above/20597.jpg,24,94,91,41
test_images/kriti_dataset/18_and_above/37665.jpg,21,99,101,42
test_images/kriti_dataset/18_and_above/31947.jpg,30,85,83,47
test_images/kriti_dataset/18_and_above/36734.jpg,22,104,89,41
test_images/kriti_dataset/18_and_above/20260.jpg,30,83,91,32
test_images/kriti_dataset/18_and_above/24552.jpg,22,84,89,40
test_images/kriti_dataset/18_and_above/21940.jpg,21,94,93,38
test_images/kriti_dataset/18_and_above/43499.jpg,18,93,92,34
test_images/kriti_dataset/18_and_above/28543.jpg,18,94,95,38
test_images/kriti_dataset/18_and_above/39656.jpg,27,79,93,40
test_images/kriti_dataset/18_and_above/32039.jpg,11,102,102,34
test_images/kriti_dataset/18_and_above/1170.jpg,21,97,103,40
test_images/kriti_dataset/18_and_above/12339.jpg,14,95,98,34
test_images/kriti_dataset/18_and_above/17141.jpg,19,89,102,31
test_images/kriti_dataset/18_and_above/5420.jpg,35,87,99,39
test_images/kriti_dataset/18_and_above/5316.jpg,16,99,95,43
test_images/kriti_dataset/18_and_above/18422.jpg,15,102,92,42
test_images/kriti_dataset/18_and_above/5617.jpg,22,89,91,39
test_images/kriti_dataset/18_and_above/6386.jpg,16,93,93,33
test_images/kriti_dataset/18_and_above/6091.jpg,23,94,102,38
test_images/kriti_dataset/18_and_above/29908.jpg,9,96,103,33
test_images/kriti_dataset/18_and_above/30713.jpg,23,110,103,33
test_images/kriti_dataset/18_and_above/44744.jpg,16,87,95,33
test_images/kriti_dataset/18_and_above/12832.jpg,14,90,100,27
test_images/kriti_dataset/18_and_above/36849.jpg,22,86,100,28
test_images/kriti_dataset/18_and_above/32287.jpg,20,90,89,37
test_images/kriti_dataset/18_and_above/29019.jpg,15,91,96,30
test_images/kriti_dataset/18_and_above/19528.jpg,20,88,93,35
test_images/kriti_dataset/18_and_above/22374.jpg,23,83,93,26
test_images/kriti_dataset/18_and_above/2043.jpg,16,97,101,28
test_images/kriti_dataset/18_and_above/40925.jpg,11,95,100,32
test_images/kriti_dataset/18_and_above/35362.jpg,19,94,84,34
test_images/kriti_dataset/18_and_above/8497.jpg,23,84,98,29
test_images/kriti_dataset/18_and_above/26250.jpg,21,97,91,41
test_images/kriti_dataset/18_and_above/11902.jpg,13,92,101,38
test_images/kriti_dataset/18_and_above/20228.jpg,18,93,97,40
test_images/kriti_dataset/18_and_above/23536.jpg,23,91,99,34
test_images/kriti_dataset/18_and_above/23536.jpg,85,127,121,108
test_images/kriti_dataset/18_and_above/21408.jpg,13,90,96,30
test_images/kriti_dataset/18_and_above/7928.jpg,26,90,89,43
test_images/kriti_dataset/18_and_above/29669.jpg,33,81,92,37
test_images/kriti_dataset/18_and_above/40927.jpg,19,91,95,32
test_images/kriti_dataset/18_and_above/20443.jpg,25,83,92,42
test_images/kriti_dataset/18_and_above/20443.jpg,23,127,76,95
test_images/kriti_dataset/18_and_above/3243.jpg,19,88,96,35
test_images/kriti_dataset/18_and_above/17654.jpg,9,91,95,41
test_images/kriti_dataset/18_and_above/35603.jpg,16,93,101,34
test_images/kriti_dataset/18_and_above/7473.jpg,24,88,95,34
test_images/kriti_dataset/18_and_above/9310.jpg,19,84,93,31
test_images/kriti_dataset/18_and_above/11928.jpg,21,91,94,37
test_images/kriti_dataset/18_and_above/393.jpg,18,97,91,38
test_images/kriti_dataset/18_and_above/35395.jpg,11,102,101,40
test_images/kriti_dataset/18_and_above/37963.jpg,20,96,92,42
test_images/kriti_dataset/18_and_above/14599.jpg,17,90,89,38
test_images/kriti_dataset/18_and_above/23879.jpg,25,100,99,42
test_images/kriti_dataset/18_and_above/23879.jpg,26,54,93,13
test_images/kriti_dataset/18_and_above/16229.jpg,15,98,104,41
test_images/kriti_dataset/18_and_above/16229.jpg,56,44,125,5
test_images/kriti_dataset/18_and_above/5507.jpg,22,84,94,31
test_images/kriti_dataset/18_and_above/34298.jpg,13,95,97,29
test_images/kriti_dataset/18_and_above/13893.jpg,28,87,88,41
test_images/kriti_dataset/18_and_above/17898.jpg,20,81,89,45
test_images/kriti_dataset/18_and_above/31323.jpg,21,95,106,32
test_images/kriti_dataset/18_and_above/25372.jpg,25,95,98,35
test_images/kriti_dataset/18_and_above/28867.jpg,6,106,97,29
test_images/kriti_dataset/18_and_above/10978.jpg,30,86,104,30
test_images/kriti_dataset/18_and_above/19713.jpg,20,91,96,35
test_images/kriti_dataset/18_and_above/43255.jpg,19,87,99,27
test_images/kriti_dataset/18_and_above/1051.jpg,22,95,98,40
test_images/kriti_dataset/18_and_above/23409.jpg,16,94,98,36
test_images/kriti_dataset/18_and_above/12204.jpg,28,83,83,43
test_images/kriti_dataset/18_and_above/43464.jpg,22,91,99,29
test_images/kriti_dataset/18_and_above/12669.jpg,29,86,96,43
test_images/kriti_dataset/18_and_above/12669.jpg,3,42,27,24
test_images/kriti_dataset/18_and_above/3410.jpg,14,94,94,35
test_images/kriti_dataset/18_and_above/25270.jpg,21,85,93,30
test_images/kriti_dataset/18_and_above/32609.jpg,30,90,93,43
test_images/kriti_dataset/18_and_above/27980.jpg,19,98,97,39
test_images/kriti_dataset/18_and_above/5936.jpg,18,88,99,29
test_images/kriti_dataset/18_and_above/21203.jpg,18,93,100,29
test_images/kriti_dataset/18_and_above/2198.jpg,12,88,99,24
test_images/kriti_dataset/18_and_above/6448.jpg,18,93,97,29
test_images/kriti_dataset/18_and_above/20190.jpg,25,88,100,34
test_images/kriti_dataset/18_and_above/43219.jpg,23,92,92,40
test_images/kriti_dataset/18_and_above/4751.jpg,35,83,90,43
test_images/kriti_dataset/18_and_above/21248.jpg,14,97,92,39
test_images/kriti_dataset/18_and_above/29360.jpg,13,94,97,31
test_images/kriti_dataset/18_and_above/24215.jpg,22,88,98,44
test_images/kriti_dataset/18_and_above/2973.jpg,19,94,99,34
test_images/kriti_dataset/18_and_above/38576.jpg,16,87,98,27
test_images/kriti_dataset/18_and_above/15337.jpg,19,93,101,34
test_images/kriti_dataset/18_and_above/4158.jpg,22,89,83,41
test_images/kriti_dataset/18_and_above/38049.jpg,20,93,99,33
test_images/kriti_dataset/18_and_above/42193.jpg,15,98,102,36
test_images/kriti_dataset/18_and_above/27817.jpg,28,87,96,36
test_images/kriti_dataset/18_and_above/22376.jpg,18,94,100,31
test_images/kriti_dataset/18_and_above/23361.jpg,15,85,101,31
test_images/kriti_dataset/18_and_above/12552.jpg,26,90,93,43
test_images/kriti_dataset/18_and_above/9486.jpg,29,85,97,34
test_images/kriti_dataset/18_and_above/37509.jpg,36,89,101,39
test_images/kriti_dataset/18_and_above/37509.jpg,0,47,35,7
test_images/kriti_dataset/18_and_above/13825.jpg,21,97,96,35
test_images/kriti_dataset/18_and_above/29694.jpg,19,84,99,28
test_images/kriti_dataset/18_and_above/4400.jpg,21,89,96,31
test_images/kriti_dataset/18_and_above/41921.jpg,15,91,99,28
test_images/kriti_dataset/18_and_above/15713.jpg,20,84,98,28
test_images/kriti_dataset/18_and_above/17182.jpg,23,88,94,37
test_images/kriti_dataset/18_and_above/12980.jpg,24,89,93,38
test_images/kriti_dataset/18_and_above/34082.jpg,19,91,80,43
test_images/kriti_dataset/18_and_above/17240.jpg,31,89,84,46
test_images/kriti_dataset/18_and_above/6348.jpg,21,98,98,40
test_images/kriti_dataset/18_and_above/37507.jpg,17,100,93,43
test_images/kriti_dataset/18_and_above/44337.jpg,20,93,93,37
test_images/kriti_dataset/18_and_above/23647.jpg,27,82,87,30
test_images/kriti_dataset/18_and_above/22614.jpg,27,80,85,35
test_images/kriti_dataset/18_and_above/20125.jpg,20,93,93,33
test_images/kriti_dataset/18_and_above/26046.jpg,17,101,97,40
test_images/kriti_dataset/18_and_above/21228.jpg,16,96,98,44
test_images/kriti_dataset/18_and_above/24376.jpg,15,94,97,37
test_images/kriti_dataset/18_and_above/19417.jpg,21,84,79,40
test_images/kriti_dataset/18_and_above/211.jpg,20,84,88,35
test_images/kriti_dataset/18_and_above/211.jpg,78,13,95,2
test_images/kriti_dataset/18_and_above/40923.jpg,21,96,90,41
test_images/kriti_dataset/18_and_above/31494.jpg,20,94,94,42
test_images/kriti_dataset/18_and_above/9325.jpg,23,90,95,31
test_images/kriti_dataset/18_and_above/38018.jpg,32,90,88,44
test_images/kriti_dataset/18_and_above/14565.jpg,21,86,94,28
test_images/kriti_dataset/18_and_above/36855.jpg,12,103,101,43
test_images/kriti_dataset/18_and_above/13608.jpg,23,95,95,42
test_images/kriti_dataset/18_and_above/27728.jpg,23,95,94,40
test_images/kriti_dataset/18_and_above/23411.jpg,7,90,101,39
test_images/kriti_dataset/18_and_above/18437.jpg,15,98,101,41
test_images/kriti_dataset/18_and_above/3122.jpg,15,102,97,41
test_images/kriti_dataset/18_and_above/44339.jpg,19,85,92,29
test_images/kriti_dataset/18_and_above/12353.jpg,16,38,74,3
test_images/kriti_dataset/18_and_above/12353.jpg,26,82,86,44
test_images/kriti_dataset/18_and_above/44191.jpg,29,100,96,38
test_images/kriti_dataset/18_and_above/35025.jpg,21,90,96,29
test_images/kriti_dataset/18_and_above/35008.jpg,24,92,91,48
test_images/kriti_dataset/18_and_above/989.jpg,26,88,103,40
test_images/kriti_dataset/18_and_above/36348.jpg,18,90,96,39
test_images/kriti_dataset/18_and_above/14264.jpg,13,89,99,29
test_images/kriti_dataset/18_and_above/23707.jpg,13,89,95,27
test_images/kriti_dataset/18_and_above/42922.jpg,22,88,97,30
test_images/kriti_dataset/18_and_above/23638.jpg,27,94,97,37
test_images/kriti_dataset/18_and_above/762.jpg,25,90,92,38
test_images/kriti_dataset/18_and_above/5039.jpg,25,87,98,29
test_images/kriti_dataset/18_and_above/13042.jpg,13,103,98,44
test_images/kriti_dataset/18_and_above/21849.jpg,22,88,93,35
test_images/kriti_dataset/18_and_above/11271.jpg,24,88,87,39
test_images/kriti_dataset/18_and_above/19921.jpg,24,84,96,31
test_images/kriti_dataset/18_and_above/24474.jpg,18,83,86,38
test_images/kriti_dataset/18_and_above/28551.jpg,22,99,102,37
test_images/kriti_dataset/18_and_above/8281.jpg,20,90,88,39
test_images/kriti_dataset/18_and_above/18443.jpg,23,89,92,35
test_images/kriti_dataset/18_and_above/8276.jpg,25,91,94,36
test_images/kriti_dataset/18_and_above/5439.jpg,14,99,100,35
test_images/kriti_dataset/18_and_above/22079.jpg,37,81,88,45
test_images/kriti_dataset/18_and_above/25080.jpg,13,97,97,38
